id,year,sampling_date,previous_crop,growth_stage,lat,lon,disease,intensity
524,2021,2021-02-08,soybean,17,-36.7463,-62.1835,STEM_CANKER,ABSENT
525,2021,2021-02-08,soybean,17,-36.7463,-62.1835,HEAD_ROT,ABSENT
526,2021,2021-02-08,wheat,16,-37.1904,-62.6394,STEM_CANKER,ABSENT
527,2021,2021-02-08,wheat,16,-37.1904,-62.6394,HEAD_ROT,ABSENT
528,2021,2021-02-08,corn,16,-37.2463,-62.5968,STEM_CANKER,ABSENT
529,2021,2021-02-08,corn,16,-37.2463,-62.5968,HEAD_ROT,ABSENT
530,2021,2021-02-08,soybean,16,-37.4261,-61.8641,STEM_CANKER,MEDIUM
531,2021,2021-02-08,soybean,16,-37.4261,-61.8641,HEAD_ROT,MEDIUM
532,2021,2021-02-08,wheat,17,-37.8794,-62.7217,HEAD_ROT,ABSENT
533,2021,2021-02-08,wheat,17,-37.8794,-62.7217,STEM_CANKER,ABSENT
534,2021,2021-02-09,sorghum,15,-37.2433,-62.5959,STEM_CANKER,ABSENT
535,2021,2021-02-09,sorghum,15,-37.2433,-62.5959,HEAD_ROT,ABSENT
536,2021,2021-02-09,corn,15,-37.7967,-58.2881,STEM_CANKER,ABSENT
537,2021,2021-02-09,corn,15,-37.7967,-58.2881,HEAD_ROT,ABSENT
538,2021,2021-02-09,sorghum,15,-37.7972,-61.6861,STEM_CANKER,LOW
539,2021,2021-02-09,sorghum,15,-37.7972,-61.6861,HEAD_ROT,MEDIUM
540,2021,2021-02-09,wheat,15,-37.9015,-58.244,STEM_CANKER,ABSENT
541,2021,2021-02-09,wheat,15,-37.9015,-58.244,HEAD_ROT,ABSENT
542,2021,2021-02-11,wheat,17,-37.4158,-58.9697,STEM_CANKER,ABSENT
543,2021,2021-02-11,wheat,17,-37.4158,-58.9697,HEAD_ROT,ABSENT
544,2021,2021-02-11,barley,17,-37.61,-58.6413,STEM_CANKER,ABSENT
545,2021,2021-02-11,barley,17,-37.61,-58.6413,HEAD_ROT,ABSENT
546,2021,2021-02-11,sorghum,16,-37.6653,-58.5497,HEAD_ROT,ABSENT
547,2021,2021-02-11,sorghum,16,-37.6653,-58.5497,STEM_CANKER,ABSENT
548,2021,2021-02-11,wheat,17,-37.6698,-58.516,STEM_CANKER,MEDIUM
549,2021,2021-02-11,wheat,17,-37.6698,-58.516,HEAD_ROT,ABSENT
550,2021,2021-02-11,corn,18,-38.0957,-58.3026,STEM_CANKER,ABSENT
551,2021,2021-02-11,corn,18,-38.0957,-58.3026,HEAD_ROT,ABSENT
552,2021,2021-02-11,soybean,16,-38.152,-57.9891,STEM_CANKER,LOW
553,2021,2021-02-11,soybean,16,-38.152,-57.9891,HEAD_ROT,MEDIUM
554,2021,2021-02-11,corn,16,-38.2007,-58.0365,STEM_CANKER,ABSENT
555,2021,2021-02-11,corn,16,-38.2007,-58.0365,HEAD_ROT,LOW
556,2021,2021-02-11,corn,16,-38.2013,-58.0448,STEM_CANKER,ABSENT
557,2021,2021-02-11,corn,16,-38.2013,-58.0448,HEAD_ROT,ABSENT
558,2021,2021-02-11,wheat,16,-38.2082,-58.1187,STEM_CANKER,ABSENT
559,2021,2021-02-11,wheat,16,-38.2082,-58.1187,HEAD_ROT,ABSENT
560,2021,2021-02-11,wheat,16,-38.3453,-58.3658,STEM_CANKER,LOW
561,2021,2021-02-11,wheat,16,-38.3453,-58.3658,HEAD_ROT,LOW
562,2021,2021-02-11,corn,16,-38.4335,-58.4788,HEAD_ROT,MEDIUM
563,2021,2021-02-11,corn,16,-38.4335,-58.4788,STEM_CANKER,ABSENT
564,2021,2021-02-11,soybean,17,-38.4628,-58.6562,HEAD_ROT,MEDIUM
565,2021,2021-02-11,soybean,17,-38.4628,-58.6562,STEM_CANKER,MEDIUM
566,2021,2021-02-11,wheat,16,-38.5158,-58.6502,STEM_CANKER,ABSENT
567,2021,2021-02-11,wheat,16,-38.5158,-58.6502,HEAD_ROT,LOW
568,2021,2021-02-11,sorghum,16,-38.5331,-58.7823,STEM_CANKER,ABSENT
569,2021,2021-02-11,sorghum,16,-38.5331,-58.7823,HEAD_ROT,ABSENT
570,2021,2021-02-11,corn,17,-38.5356,-58.9167,STEM_CANKER,LOW
571,2021,2021-02-11,corn,17,-38.5356,-58.9167,HEAD_ROT,MEDIUM
572,2021,2021-02-12,sorghum,16,-36.786,-62.231,STEM_CANKER,ABSENT
573,2021,2021-02-12,sorghum,16,-36.786,-62.231,HEAD_ROT,LOW
574,2021,2021-02-12,corn,17,-37.3488,-58.9421,STEM_CANKER,ABSENT
575,2021,2021-02-12,corn,17,-37.3488,-58.9421,HEAD_ROT,ABSENT
576,2021,2021-02-12,corn,17,-37.3622,-59.0186,STEM_CANKER,ABSENT
577,2021,2021-02-12,corn,17,-37.3622,-59.0186,HEAD_ROT,ABSENT
578,2021,2021-02-12,corn,16,-37.4087,-59.1482,STEM_CANKER,ABSENT
579,2021,2021-02-12,corn,16,-37.4087,-59.1482,HEAD_ROT,ABSENT
580,2021,2021-02-12,sorghum,16,-37.4589,-58.9276,STEM_CANKER,MEDIUM
581,2021,2021-02-12,sorghum,16,-37.4589,-58.9276,HEAD_ROT,LOW
582,2021,2021-02-12,corn,17,-37.4687,-59.3012,HEAD_ROT,MEDIUM
583,2021,2021-02-12,corn,17,-37.4687,-59.3012,STEM_CANKER,ABSENT
584,2021,2021-02-12,sorghum,17,-37.4956,-58.8775,STEM_CANKER,ABSENT
585,2021,2021-02-12,sorghum,17,-37.4956,-58.8775,HEAD_ROT,LOW
586,2021,2021-02-12,sorghum,15,-37.6478,-58.7322,STEM_CANKER,ABSENT
587,2021,2021-02-12,sorghum,15,-37.6478,-58.7322,HEAD_ROT,LOW
588,2021,2021-02-12,sorghum,16,-37.657,-58.4461,STEM_CANKER,ABSENT
589,2021,2021-02-12,sorghum,16,-37.657,-58.4461,HEAD_ROT,ABSENT
590,2021,2021-02-12,sorghum,16,-37.7381,-58.3524,HEAD_ROT,LOW
591,2021,2021-02-12,sorghum,16,-37.7381,-58.3524,STEM_CANKER,ABSENT
592,2021,2021-02-12,sorghum,16,-37.7499,-58.6121,STEM_CANKER,ABSENT
593,2021,2021-02-12,sorghum,16,-37.7499,-58.6121,HEAD_ROT,LOW
594,2021,2021-02-12,sorghum,16,-37.7525,-58.7578,STEM_CANKER,ABSENT
595,2021,2021-02-12,sorghum,16,-37.7525,-58.7578,HEAD_ROT,LOW
596,2021,2021-02-12,sorghum,16,-37.7609,-58.6185,STEM_CANKER,ABSENT
597,2021,2021-02-12,sorghum,16,-37.7609,-58.6185,HEAD_ROT,LOW
598,2021,2021-02-12,sorghum,16,-37.8148,-58.5106,STEM_CANKER,ABSENT
599,2021,2021-02-12,sorghum,16,-37.8148,-58.5106,HEAD_ROT,LOW
600,2021,2021-02-12,sorghum,16,-37.8235,-58.516,STEM_CANKER,ABSENT
601,2021,2021-02-12,sorghum,16,-37.8235,-58.516,HEAD_ROT,LOW
602,2021,2021-02-12,sorghum,16,-37.8633,-58.7185,STEM_CANKER,ABSENT
603,2021,2021-02-12,sorghum,16,-37.8633,-58.7185,HEAD_ROT,MEDIUM
604,2021,2021-02-12,sorghum,16,-37.8698,-58.7106,STEM_CANKER,ABSENT
605,2021,2021-02-12,sorghum,16,-37.8698,-58.7106,HEAD_ROT,MEDIUM
606,2021,2021-02-12,wheat,17,-37.525,-59.4269,STEM_CANKER,NO_REGISTER
607,2021,2021-02-12,wheat,17,-37.525,-59.4269,HEAD_ROT,LOW
608,2021,2021-02-12,sorghum,16,-38.2019,-59.5547,STEM_CANKER,ABSENT
609,2021,2021-02-12,sorghum,16,-38.2019,-59.5547,HEAD_ROT,LOW
610,2021,2021-02-12,sorghum,16,-38.2778,-58.1817,STEM_CANKER,ABSENT
611,2021,2021-02-12,sorghum,16,-38.2778,-58.1817,HEAD_ROT,ABSENT
612,2021,2021-02-12,sorghum,17,-38.3143,-58.9813,STEM_CANKER,ABSENT
613,2021,2021-02-12,sorghum,17,-38.3143,-58.9813,HEAD_ROT,HIGH
614,2021,2021-02-12,soybean,16,-38.3245,-59.0214,STEM_CANKER,ABSENT
615,2021,2021-02-12,soybean,16,-38.3245,-59.0214,HEAD_ROT,HIGH
616,2021,2021-02-12,sorghum,16,-38.414,-58.4435,STEM_CANKER,ABSENT
617,2021,2021-02-12,sorghum,16,-38.414,-58.4435,HEAD_ROT,LOW
618,2021,2021-02-12,sorghum,16,-38.4533,-58.6597,STEM_CANKER,ABSENT
619,2021,2021-02-12,sorghum,16,-38.4533,-58.6597,HEAD_ROT,MEDIUM
620,2021,2021-02-12,sorghum,15,-38.4907,-59.1763,STEM_CANKER,ABSENT
621,2021,2021-02-12,sorghum,15,-38.4907,-59.1763,HEAD_ROT,LOW
622,2021,2021-02-12,sorghum,15,-38.4982,-59.1668,STEM_CANKER,ABSENT
623,2021,2021-02-12,sorghum,15,-38.4982,-59.1668,HEAD_ROT,ABSENT
624,2021,2021-02-12,corn,17,-38.4997,-58.6259,STEM_CANKER,ABSENT
625,2021,2021-02-12,corn,17,-38.4997,-58.6259,HEAD_ROT,MEDIUM
626,2021,2021-02-12,sorghum,18,-38.5039,-58.6248,STEM_CANKER,ABSENT
627,2021,2021-02-12,sorghum,18,-38.5039,-58.6248,HEAD_ROT,MEDIUM
628,2021,2021-02-12,sorghum,16,-38.512,-59.1673,STEM_CANKER,ABSENT
629,2021,2021-02-12,sorghum,16,-38.512,-59.1673,HEAD_ROT,LOW
630,2021,2021-02-12,sorghum,17,-38.513,-58.6435,STEM_CANKER,ABSENT
631,2021,2021-02-12,sorghum,17,-38.513,-58.6435,HEAD_ROT,ABSENT
632,2021,2021-02-12,sorghum,17,-38.5288,-59.004,STEM_CANKER,ABSENT
633,2021,2021-02-12,sorghum,17,-38.5288,-59.004,HEAD_ROT,HIGH
634,2021,2021-02-12,sorghum,16,-38.5348,-59.2175,STEM_CANKER,ABSENT
635,2021,2021-02-12,sorghum,16,-38.5348,-59.2175,HEAD_ROT,LOW
636,2021,2021-02-12,sorghum,18,-38.5381,-58.9134,STEM_CANKER,LOW
637,2021,2021-02-12,sorghum,18,-38.5381,-58.9134,HEAD_ROT,MEDIUM
638,2021,2021-02-12,sorghum,16,-38.5425,-58.9164,STEM_CANKER,LOW
639,2021,2021-02-12,sorghum,16,-38.5425,-58.9164,HEAD_ROT,HIGH
640,2021,2021-02-12,sorghum,16,-38.609,-60.0518,STEM_CANKER,ABSENT
641,2021,2021-02-12,sorghum,16,-38.609,-60.0518,HEAD_ROT,HIGH
642,2021,2021-02-12,sorghum,16,-38.6195,-59.9531,STEM_CANKER,ABSENT
643,2021,2021-02-12,sorghum,16,-38.6195,-59.9531,HEAD_ROT,HIGH
644,2021,2021-02-12,sorghum,16,-38.6198,-60.0854,STEM_CANKER,ABSENT
645,2021,2021-02-12,sorghum,16,-38.6198,-60.0854,HEAD_ROT,MEDIUM
646,2021,2021-02-14,corn,17,-37.6145,-58.0236,STEM_CANKER,LOW
647,2021,2021-02-14,corn,17,-37.6145,-58.0236,HEAD_ROT,ABSENT
648,2021,2021-02-14,corn,17,-37.6191,-58.046,STEM_CANKER,ABSENT
649,2021,2021-02-14,corn,17,-37.6191,-58.046,HEAD_ROT,ABSENT
650,2021,2021-02-14,corn,17,-37.7186,-58.1077,STEM_CANKER,ABSENT
651,2021,2021-02-14,corn,17,-37.7186,-58.1077,HEAD_ROT,ABSENT
652,2021,2021-02-14,corn,17,-37.7308,-58.1151,STEM_CANKER,LOW
653,2021,2021-02-14,corn,17,-37.7308,-58.1151,HEAD_ROT,ABSENT
654,2021,2021-02-14,corn,17,-37.7786,-58.1711,STEM_CANKER,ABSENT
655,2021,2021-02-14,corn,17,-37.7786,-58.1711,HEAD_ROT,ABSENT
656,2021,2021-02-16,sorghum,17,-37.6694,-58.5161,HEAD_ROT,MEDIUM
657,2021,2021-02-16,sorghum,17,-37.6694,-58.5161,STEM_CANKER,ABSENT
658,2021,2021-02-22,wheat,16,-37.8121,-58.2693,STEM_CANKER,NO_REGISTER
659,2021,2021-02-22,wheat,16,-37.8121,-58.2693,HEAD_ROT,MEDIUM
660,2021,2021-02-23,corn,17,-37.4661,-59.1729,STEM_CANKER,ABSENT
661,2021,2021-02-23,corn,17,-37.4661,-59.1729,HEAD_ROT,ABSENT
662,2021,2021-02-23,corn,17,-37.4741,-59.3219,STEM_CANKER,ABSENT
663,2021,2021-02-23,corn,17,-37.4741,-59.3219,HEAD_ROT,ABSENT
664,2021,2021-02-23,wheat,17,-37.5453,-59.656,STEM_CANKER,ABSENT
665,2021,2021-02-23,wheat,17,-37.5453,-59.656,HEAD_ROT,LOW
666,2021,2021-02-23,wheat,17,-37.5743,-59.1911,STEM_CANKER,ABSENT
667,2021,2021-02-23,wheat,17,-37.5743,-59.1911,HEAD_ROT,MEDIUM
668,2021,2021-02-23,corn,17,-37.6476,-58.7325,STEM_CANKER,ABSENT
669,2021,2021-02-23,corn,17,-37.6476,-58.7325,HEAD_ROT,LOW
670,2021,2021-02-23,wheat,17,-37.6605,-58.7357,STEM_CANKER,LOW
671,2021,2021-02-23,wheat,17,-37.6605,-58.7357,HEAD_ROT,HIGH
672,2021,2021-02-23,corn,17,-37.67,-59.1668,STEM_CANKER,ABSENT
673,2021,2021-02-23,corn,17,-37.67,-59.1668,HEAD_ROT,LOW
674,2021,2021-02-23,wheat,17,-37.7252,-58.7365,STEM_CANKER,LOW
675,2021,2021-02-23,wheat,17,-37.7252,-58.7365,HEAD_ROT,HIGH
676,2021,2021-02-23,corn,17,-37.7559,-58.7711,STEM_CANKER,LOW
677,2021,2021-02-23,corn,17,-37.7559,-58.7711,HEAD_ROT,HIGH
678,2021,2021-02-23,corn,17,-37.76,-59.0569,STEM_CANKER,ABSENT
679,2021,2021-02-23,corn,17,-37.76,-59.0569,HEAD_ROT,HIGH
680,2021,2021-02-23,wheat,17,-37.8011,-58.9862,STEM_CANKER,ABSENT
681,2021,2021-02-23,wheat,17,-37.8011,-58.9862,HEAD_ROT,LOW
682,2021,2021-02-23,corn,17,-37.8319,-58.9077,STEM_CANKER,NO_REGISTER
683,2021,2021-02-23,corn,17,-37.8319,-58.9077,HEAD_ROT,MEDIUM
684,2021,2021-02-24,corn,17,-38.3853,-60.0972,STEM_CANKER,LOW
685,2021,2021-02-24,corn,17,-38.3853,-60.0972,HEAD_ROT,LOW
686,2021,2021-02-24,corn,17,-38.4511,-60.0625,STEM_CANKER,LOW
687,2021,2021-02-24,corn,17,-38.4511,-60.0625,HEAD_ROT,HIGH
688,2021,2021-02-24,corn,17,-38.4997,-59.7637,STEM_CANKER,LOW
689,2021,2021-02-24,corn,17,-38.4997,-59.7637,HEAD_ROT,MEDIUM
690,2021,2021-02-26,sorghum,18,-37.4478,-59.1092,STEM_CANKER,LOW
691,2021,2021-02-26,sorghum,18,-37.4478,-59.1092,HEAD_ROT,LOW
692,2021,2021-02-26,wheat,17,-37.8456,-58.1793,STEM_CANKER,ABSENT
693,2021,2021-02-26,wheat,17,-37.8456,-58.1793,HEAD_ROT,ABSENT
694,2021,2021-02-26,corn,17,-37.8578,-58.0009,HEAD_ROT,LOW
695,2021,2021-02-26,corn,17,-37.8578,-58.0009,STEM_CANKER,ABSENT
696,2021,2021-02-26,wheat,17,-37.8842,-57.8783,HEAD_ROT,LOW
697,2021,2021-02-26,wheat,17,-37.8842,-57.8783,STEM_CANKER,ABSENT
698,2021,2021-02-26,corn,17,-37.9548,-58.3828,STEM_CANKER,NO_REGISTER
699,2021,2021-02-26,corn,17,-37.9548,-58.3828,HEAD_ROT,ABSENT
700,2021,2021-02-26,wheat,17,-37.987,-58.3901,STEM_CANKER,ABSENT
701,2021,2021-02-26,wheat,17,-37.987,-58.3901,HEAD_ROT,LOW
702,2021,2021-02-26,corn,17,-38.0111,-57.7766,STEM_CANKER,ABSENT
703,2021,2021-02-26,corn,17,-38.0111,-57.7766,HEAD_ROT,HIGH
704,2021,2021-02-26,corn,17,-38.012,-57.6406,STEM_CANKER,ABSENT
705,2021,2021-02-26,corn,17,-38.012,-57.6406,HEAD_ROT,ABSENT
706,2021,2021-02-26,corn,17,-38.0827,-57.8658,STEM_CANKER,ABSENT
707,2021,2021-02-26,corn,17,-38.0827,-57.8658,HEAD_ROT,HIGH
708,2021,2021-02-26,corn,17,-38.1352,-58.2495,STEM_CANKER,ABSENT
709,2021,2021-02-26,corn,17,-38.1352,-58.2495,HEAD_ROT,ABSENT
710,2021,2021-02-26,corn,17,-38.1399,-57.9479,STEM_CANKER,MEDIUM
711,2021,2021-02-26,corn,17,-38.1399,-57.9479,HEAD_ROT,LOW
712,2021,2021-02-26,wheat,17,-38.1945,-58.1493,STEM_CANKER,ABSENT
713,2021,2021-02-26,wheat,17,-38.1945,-58.1493,HEAD_ROT,MEDIUM
714,2021,2021-02-26,corn,17,-38.2246,-57.8953,STEM_CANKER,ABSENT
715,2021,2021-02-26,corn,17,-38.2246,-57.8953,HEAD_ROT,ABSENT
